Glottocode,Language,Family,Ergon_ID,Feature,Value,Source,Comment,curated,curated_comment,final_value
moro1289,Marori,Trans-New Guinea,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,?,Arka 2012:in passim,,,"SOURCE_INSUFFICIENT. Non-agentive A (experiencer-type) constructions are not discussed in this article. Value remains ""?"". Source: Arka 2012.",?
moro1289,Marori,Trans-New Guinea,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,?,Arka 2012:in passim,,,"SOURCE_INSUFFICIENT. Topicality as a conditioning factor for =i is not discussed in this article. Value remains ""?"". Source: Arka 2012.",?
moro1289,Marori,Trans-New Guinea,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,?,Arka 2012:in passim,,,SOURCE_INSUFFICIENT. Topicality conditioning not discussed. Source: Arka 2012.,?
moro1289,Marori,Trans-New Guinea,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,?,Arka 2012:in passim,,,SOURCE_INSUFFICIENT. Animacy as a conditioning factor for =i is not discussed. Source: Arka 2012.,?
moro1289,Marori,Trans-New Guinea,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,?,Arka 2012:in passim,,,SOURCE_INSUFFICIENT. Animacy conditioning not discussed. Source: Arka 2012.,?
moro1289,Marori,Trans-New Guinea,GB409_20,Is there ergative alignment of flagging in main clauses?,1,Arka 2012:154,Found in examples.,,Resolved to 1. All examples with =i are in main clauses. Source: Arka 2012:153-154.,1
moro1289,Marori,Trans-New Guinea,GB409_21,Is there ergative alignment of flagging in non-main clauses?,?,Arka 2012:in passim,,,"SOURCE_INSUFFICIENT. The article does not discuss =i in subordinate/relative clauses specifically. Value remains ""?"". Source: Arka 2012.",?
moro1289,Marori,Trans-New Guinea,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,1,Arka 2012:153,"The patientive S of motion predicate do not receives =i, instead, receives suffix agreement.",,"Resolved to 1. The absolutive =i marking is conditioned by split intransitivity: patientive S of STATE predicates → =i (example 3a: na=i patar ""I suffered from cold""); patientive S of MOTION predicates → suffix agreement instead (example 4: pa=saron-den ""about to fall""); agentive S → zero. This split (verb-class-based conditioning) is the additional factor. Source: Arka 2012:153.",1
moro1289,Marori,Trans-New Guinea,GB409_23,Are the ergative and the genitive expressed by the same marker?,0,Arka 2012:in passim,,0,"Resolved to 0. There is no distinct ERGATIVE case marker in Marori. Transitive A (actor) is zero-marked; the language uses an ABSOLUTIVE marker =i (not ergative marking). Genitive/possessive uses a different marker (=na/=n for beneficiary, p.154). Source: Arka 2012:152-154.",0
moro1289,Marori,Trans-New Guinea,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,0,Arka 2012:in passim,,0,Resolved to 0. No distinct ergative marker exists; A is zero-marked. The instrumental is not discussed as related to the absolutive =i. Source: Arka 2012:152-154.,0
