Glottocode,Language,Family,Ergon_ID,Feature,Value,Source_comment,Comment,curated,curated_comment,final_value
boun1245,Ku Waru,Trans-New Guinea,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,1,Merlan and Rumsey 1991: 331-332,Clauses in non-indicative mood show ergative alignment.,,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_12,Is there ergative alignment of flagging in the realis status?,1,"Merlan and Rumsey 1991: 327-328, 337-339",Clauses with realis status show ergative alignment.,,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_13,Is there ergative alignment of flagging in the irrealis status?,1,Merlan and Rumsey 1991: 330-333,Clauses with irrealis status show ergative alignment.,,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,1,"Merlan and Rumsey 1991: 337, 339-340","In the context of an agentive A argument, ergative alignment is observed.",,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,1,Merlan and Rumsey 1991: 339,"In the context of a non-agentive A, ergative alignment is observed. Merlan and Rumsey (1991: 339) document Type IV clause constructions where experiencer-like arguments (e.g., 'hunger-ERG', 'sleep-ERG') take the ergative marker.",,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,1,Merlan and Rumsey 1991: 337-339,"No topicality-based split is documented in Merlan and Rumsey (1991). The optional dropping of -n(i) is conditioned by phonological/discourse factors, not by the topicality of A per se. Topical A retains ergative marking. Changed from original annotation '?' to 1.",1,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,1,Merlan and Rumsey 1991: 337-339,No topicality-based split documented. Non-topical A takes ergative marking as expected. Changed from original annotation '?' to 1.,1,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,1,"Merlan and Rumsey 1991: 337, 339-340",Clauses with animate A arguments exhibit ergative alignment.,,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,1,Merlan and Rumsey 1991: 339,Clauses with inanimate A arguments exhibit ergative alignment.,,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_20,Is there ergative alignment of flagging in main clauses?,1,Merlan and Rumsey 1991: 337-339,Main clauses exhibit ergative alignment.,,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_21,Is there ergative alignment of flagging in non-main clauses?,1,Merlan and Rumsey 1991: 340,Non-main clauses exhibit ergative alignment.,,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,1,Merlan and Rumsey 1991: 338,"Ergative marking is conditioned by a split intransitivity system based on control of the S argument (five clause types distinguished in Ku Waru), not purely topicality or animacy.",,,1
boun1245,Ku Waru,Trans-New Guinea,GB409_23,Are the ergative and the genitive expressed by the same marker?,0,Merlan and Rumsey 1991: 335,The ergative marker does not have the same form as the genitive marker.,,,0
boun1245,Ku Waru,Trans-New Guinea,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,1,Merlan and Rumsey 1991: 335,The ergative marker -n(i) is also used as the instrumental marker. Comitative uses a different form. ERG=INST confirmed.,,,1
