Glottocode,Language,Family,Ergon_ID,Source_comment,Value,Comment,curated,curated_comment,final_value
ilon1239,Ilongot,Austronesian,GB409_11,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_12,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_13,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_14,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_15,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_16,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_17,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_18,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_19,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_20,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_21,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_22,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
ilon1239,Ilongot,Austronesian,GB409_23,Liao 2008:4-5,1,,1,"ERG=GEN: The ergative/agent marker IS the genitive marker in Ilongot. Liao (2008:4) §4.2.1: ""the genitive pronoun in Ilongot is used as a nominal modifier AND as the agent of a transitive clause."" Full NP: ni is both genitive and agent marker. Pronoun series: GEN (=ko, =mo, =to etc.) functions both as possessive and transitive agent.",1
ilon1239,Ilongot,Austronesian,GB409_24,"Liao, 2008",?,,,Liao (2008) is a 10-page preliminary study covering only word order and pronoun forms. Insufficient data to code aspect/tense/mood/agentivity conditioning of ERG alignment. Note: GB409_1-5=1 and GB409_23=1 are confirmed. Further grammatical description needed.,?
