Glottocode,Language,Family,Ergon_ID,Feature,Value,Source,Comment,curated,curated_comment,final_value
muru1266,Muruwari,Pama-Nyungan,GB409_11,Is there ergative alignment of flagging in non-indicative moods?,1,Oates 1988:92,Found in example 4.7. an others.,,,1
muru1266,Muruwari,Pama-Nyungan,GB409_12,Is there ergative alignment of flagging in the realis status?,1,Oates 1988:240,Found in example 29 and others.,,,1
muru1266,Muruwari,Pama-Nyungan,GB409_13,Is there ergative alignment of flagging in the irrealis status?,?,Oates 1988:in passim,"It is possible to assume, but it is not stated in the source, nor can any examples be found.",,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
muru1266,Muruwari,Pama-Nyungan,GB409_14,Is there ergative alignment of flagging in the context of an agentive A?,1,Oates 1988:55,Found in example 3.8. and others.,,,1
muru1266,Muruwari,Pama-Nyungan,GB409_15,Is there ergative alignment of flagging in the context of a non-agentive A?,?,Oates 1988:in passim,It is discussed in the grammar that the author says the ergative marker in cases with a non-agentive A can be analyzed either as ERG or as INSTR.,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
muru1266,Muruwari,Pama-Nyungan,GB409_16,Is there ergative alignment of flagging in the context of a topical A?,?,Oates 1988:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
muru1266,Muruwari,Pama-Nyungan,GB409_17,Is there ergative alignment of flagging in the context of a non-topical A?,?,Oates 1988:in passim,,,"Value not resolved (""?""). Researcher must determine correct coding from the grammar source.",?
muru1266,Muruwari,Pama-Nyungan,GB409_18,Is there ergative alignment of flagging in the context of an animate A?,1,Oates 1988:55,"Found in example 3.6, 3.7, 3.8.",,,1
muru1266,Muruwari,Pama-Nyungan,GB409_19,Is there ergative alignment of flagging in the context of an inanimate A?,0,Oates 1988:56,"If A is inanimate, the ergative marker is analyzed as an instrument.",,,0
muru1266,Muruwari,Pama-Nyungan,GB409_20,Is there ergative alignment of flagging in main clauses?,1,Oates 1988:55,"Found in example 3.6, 3.7, 3.8.",,,1
muru1266,Muruwari,Pama-Nyungan,GB409_21,Is there ergative alignment of flagging in non-main clauses?,1,Oates 1988:240,Found in lines 30-31-,,,1
muru1266,Muruwari,Pama-Nyungan,GB409_22,Is ergative alignment of flagging conditioned by any other factor?,1,Oates 1988:89,The language has a split system in the singular number pronouns.,,,1
muru1266,Muruwari,Pama-Nyungan,GB409_23,Are the ergative and the genitive expressed by the same marker?,0,"Oates 1988:57, 63",,,,0
muru1266,Muruwari,Pama-Nyungan,GB409_24,Are the ergative and the instrumental/comitative expressed by the same marker?,1,Oates 1988:55,,,,1
